ASIN,Title,Drop Down,Product Details,Glance Icon Details,Description,Option,Rating,Review Count
B095WKC7NG,EKOCUPS Fair Trade & Organic Coffee Pods Vanilla Medium Roast Coffee for Keurig K Cups Machines Medium Roast Coffee in Recyclable Pods 40 Count,{'Label not found': 'Selected option not found'},"{'Brand': 'EKOCUPS', 'Item Form': 'Capsule', 'Flavor': 'Vanilla', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"Sweet and creamy coffee with vanilla and bourbon notes, with a round body and mellow finish. Compatible with all Keurig K Cup Machines, including the new Keurig 2.0 brewer. Recyclable capsules using cool-peel-recycle technology, allowing our plastic cups to become recyclable by removing the lid and filter after brewing. 100% USDA Certified Organic, and Fair Trade artisan dark roast gourmet coffee in recyclable capsules. 13g of coffee packed into our Ekocups, 30% more coffee per cup than the average brand of single serve cups, for a richer cup of coffee that just tastes better. Ekocups are sugar free, zero carb, gluten-free, lactose free, certified OU kosher pareve, and vegan. Compatible with Keurig K-Cup brewers and other single serve brewers, not compatible with Keurig VUE. EKOCUPS has no affiliation with Keurig, Green Mountain or K-Cup; K-Cup is registered trademark of Keurig and/or Green Mountain.",{},2.0 out of 5 stars,1 rating
B098GFFCMN,"EKOCUPS Organic Hazelnut Flavored Coffee Pods, Extra 30% More Coffee Per Cup, Artisan Fair Trade Medium Roast, Hazelnut Coffee for Keurig K Cup Machines, Recyclable Pods, 80 Count",{},{},{},No Description,{},,
B098GKS8SQ,EKOCUPS Organic Swiss Water Decaf French Vanilla Flavored Coffee Pods Extra 30% More Coffee Fair Trade Medium Roast Decaf Vanilla Coffee for Keurig K Cup Machines Recyclable Pods 80 Count,{'Label not found': 'Selected option not found'},"{'Brand': 'EKOCUPS', 'Item Form': 'Capsule', 'Flavor': 'Decaf Vanilla', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"DECAF COFFEE PODS: Our artisan roasted decaf coffee delivers a sweet & creamy flavor. Enjoy the crisp hints of vanilla bean & bourbon. It's a decaffeinated coffee you can enjoy any time of day! SWISS WATER DECAFFEINATED COFFEE: Our decaf coffee pods are swiss water processed meaning the caffeine is removed through a chemical free process ensuring flavor is retained. Our organic water process decaf coffee is also vegan, kosher, & sugar free! MORE COFFEE: EKOCUPS offers you 30% more coffee in our decaf pods making them perfect for decaf iced coffee. Our organic coffee capsules are Kosher, Pareve, Vegan, and Keto friendly. Enjoy our sugar free coffee with out the guilt! ECO-FRIENDLY: Our flavored coffee pods are packaged in recyclable capsules. Each coffee pods decaf blend is organic & fair trade. Enjoy our decaf k cups hot or as an iced coffee. Indulge in decaf flavored coffee blends while saving the planet. COMPATIBLE WITH KEURIG BREWERS: Our single serve coffee pods are compatible with coffee machine that brew vanilla K Cups including the Keurig 2.0 brewer. K cups is a registered trademark of Keurig. We are not affiliated with Keurig & Green Mountain",{},4.3 out of 5 stars,3 ratings
B09BJ6JDG1,Double Donut Dairy Free Hot Chocolate Mix Non Dairy Instant Vegan Hot Chocolate Packets 30 Count (Pack of 1),{'Label not found': '1'},"{'Brand': 'Double Donut Coffee', 'Item Weight': '29.7 Ounces', 'Item Form': 'Powder', 'Package Information': 'Pouch', 'Special Ingredients': 'Cocoa'}",{},"GOURMET NON DAIRY HOT CHOCOLATE MIX: Indulge in the rich, chocolatey flavor of Double Donut's vegan hot cocoa. Adults and children alike will fall in love with our lactose free hot chocolate mix. Get cozy, and enjoy our rich hot cocoa powder! HOT COCOA PACKETS BURSTING WITH CHOCOLATEY FLAVOR: Our dairy free hot cocoa mix is rich & decadent, our hot cocoa is infused with a prominent flavor profile that tastes exactly as described. Our hot coco is sure to become your new pantry staple SERVING SUGGESTIONS: Our vegan hot chocolate mix is perfect on it's own but you can take it up a notch by enjoying our gourmet hot chocolate packets with marshmallows. Add a dollop of whip cream to our hot cocoa for a decadent experience BULK HOT CHOCOLATE: Save time & money with our hot chocolate mix packets collection. Keep the kids and the adults happy with our individual hot chocolate packets. With our hot cocoa mix packets it's easy! COCOA MIX FOR EVERYONE: Our instant hot chocolate is certified Kosher & is sure to make the whole family happy! Enjoy our vegan hot cocoa in a bulk canister or in individual packets. Explore all the hot chocolate Double Donut has to offer today.",{},4.6 out of 5 stars,-1067
B09LKV3SFQ,Crazy Cups Flavored Decaf Variety Pack for Keurig Machines - Hot or Iced Coffee in Recyclable Pods - 24 Count (Pack of 2),{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Variety Pack', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"DECAF FLAVORED COFFEE: Our coffee decaf variety pack has a wide variety of decaf flavors including Decaf French Vanilla, coconut, chocolate & more Enjoy a new coffee flavor experience any day at any time with our decaf coffee sampler YOU'RE THE BARISTA - It's all the decaf flavored coffee pods you could ever want, and you're in control Enjoy all your favorite coffee flavors without the caffeine. You'll be sure to find your new pantry staple with our decaf pods variety pack PERFECT FOR DECAF ICED COFFEE - Our coffee pods have 30% more coffee in every capsule than average decaf flavored k cups. Brew these coffee pods decaf blends over ice for an out of this world decaf flavored iced coffee, right from your kitchen TOP QUALITY INGREDIENTS: Our recyclable decaf coffee flavored pods are keto friendly, vegan, kosher & pareve - good for you and the environment. Enjoy our sugar free coffee pods decaffeinated burst of flavor, so decadent but without sugary syrup COFFEE PODS FOR KEURIG: Our decaf flavor coffee pods are compatible with any coffee machine that brews flavored decaf k cups including the Keurig 2.0 brewer. Kcups is a registered trademark of Kurig. Not affiliated with Keurig & Green Mountain",{},4.4 out of 5 stars,32 ratings
B09RRZ6VSH,Crazy Cups Blueberry Coffee Pods Variety Pack Magic Berries Flavored Coffee Pods Single Serve Recyclable Pods Compatible With Keurig K Cup Brewers 72 Count,{'Label not found': 'Selected option not found'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Magic Berries Variety Pack', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"THE ULTIMATE VARIETY PACK FOR BERRY LOVERS: We have combined our berry flavored coffee cups into a magical box full of the most incredible berry flavored coffees. Wake up each morning to the smell of fresh berries being brewed in your Keurig Machine. ONLY THE BEST BERRY FLAVORS: Introducing the lineup for our new magical berries coffee variety pack: Berries & Cream, White Chocolate strawberry, Blueberry Shortcake, Chocolate Blueberry, Cinnamon Blueberry and our favorite coffee Blueberry Cobbler. KEURIG COMPATIBLE PODS: Our coffee pod variety pack is compatible with any coffee machine that brews blueberry k cups coffee, including the Keurig 2.0 brewer. K cup is a registered trademark of Keurig. We are not affiliated with Green Mountain. PERFECT FOR ICED COFFEE: Our blueberries coffee and the rest of our flavored cups are made with 30% more coffee than the average kcup. Our coffee flavored pods allow you to brew an incredible iced coffee with more flavor than ever before. TOP QUALITY INGREDIENTS: Each of our variety pack coffee pods are gluten-free and keto friendly. Each cup is vegan, kosher, and pareve. This medium roast is sugar free with ZERO calories, so you can indulge in our sweet blurberry coffee guilt free!",{},4.3 out of 5 stars,3 ratings
B0B1ZY7WXS,Crazy Cups Creamy Milk Chocolate Hot Chocolate Pods for Keurig K Cups Brewers Single Serve Milk Hot Cocoa Pods 22 Count,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Weight': '6.84 Ounces', 'Item Form': 'Capsule', 'Package Information': 'Box', 'Special Ingredients': 'Creamy Milk Chocolate'}",{},PREMIUM HOT COCOA PODS: Indulge in creamy milk chocolate with our new hot chocolate pods. Brew on a 6 ounce setting on your keurig machine and enjoy the chocolatey smell of warm hot cocoa filling your home. There's nothing better on a cold day. MILK HOT COCOA: Enjoy the creamy decadent flavors that make up this milk hot cocoa. This hot chocolate is a perfect blend of creamy milk chocolate making it a premium hot cocoa that will transport you back to your favorite snow day! QUALITY INGREDIENTS: Each of our hot chocolate pods are made with premium chocolate. Our hot chocolate pods make it easy to indulge in hot cocoa any time of day. Children and parents alike will delight in our hot chocolate cups ECO-FRIENDLY: Crazy Cups flavored hot chocolate single serve pods for Keurig K Cups Machines are packaged in recyclable capsules. You’ll enjoy our hot chocolate pods while doing right by mother nature COMPATIBLE WITH KEURIG COFFEE MAKERS: Our kerigue pods are compatible with any coffee machine that brews hot cocoa k cups including the Keurig 2.0 brewer. Kcups is a registered trademark of Kurig. Not affiliated with Keurig & Green Mountain,{},4.5 out of 5 stars,927 ratings
B0B1ZZ5LXD,Crazy Cups Dreamy Dark Chocolate Hot Chocolate Pods for Keurig K Cups Brewers Single Serve Dark Hot Cocoa Pods 22 Count,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Package Information': 'K-Cup', 'Special Ingredients': 'Dulce de Leche', 'Package Weight': '0.47 Kilograms'}",{},PREMIUM HOT COCOA PODS: Indulge in dreamy dark chocolate with our new hot chocolate pods. Brew on a 6 ounce setting on your keurig machine and enjoy the chocolatey smell of warm hot cocoa filling your home. There's nothing better on a cold day. DARK HOT COCOA: Enjoy the creamy decadent flavors that make up this dark hot cocoa. This hot chocolate is a perfect blend of dreamy dark chocolate making it a premium hot cocoa that will transport you back to your favorite snow day! QUALITY INGREDIENTS: Each of our hot chocolate pods are made with premium chocolate. Our hot chocolate pods make it easy to indulge in hot cocoa any time of day. Children and parents alike will delight in our hot chocolate cups ECO-FRIENDLY: Crazy Cups flavored hot chocolate single serve pods for Keurig K Cups Machines are packaged in recyclable capsules. You’ll enjoy our hot chocolate pods while doing right by mother nature COMPATIBLE WITH KEURIG COFFEE MAKERS: Our kerigue pods are compatible with any coffee machine that brews hot cocoa k cups including the Keurig 2.0 brewer. Kcups is a registered trademark of Kurig. Not affiliated with Keurig & Green Mountain,{},4.4 out of 5 stars,927 ratings
B0BL89J4YN,"Flavored Coffee for Keurig K-Cup Machines, White Christmas, Hot or Iced Drinks, 22 Single Serve, Recyclable Pods",{},{},{},No Description,{},,
B0BL8CDNB2,Crazy Cups Flavored Coffee Pods Holiday Spice & Blend Single Serve Coffee for Keurig K Cups Machines Hot or Iced Medium Roast in Recyclable 22 Count,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Unflavored', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"EXPERIENCE MORE FLAVOR WITH CRAZY CUPS: It's that time of year again. Time to stock up on your favorite holiday coffee flavors! Enjoy the the aromas of you favorite holiday spices with this white christmas coffee! MORE COFFEE - Our flavored coffee pods have 30% more coffee than average flavored kcups. Savor the flavor of our holiday spice coffee. Enjoy hot or as an iced coffee! Spice it up by adding a cinnamon stick & a dollop of whip cream to this holiday blend coffee ECO-FRIENDLY: Our holiday coffee pods are packaged in recyclable capsules. Our coffee pods flavored with natural ingredients are made with 100% Arabica beans. Rest assured, you’ll enjoy coffee flavored with christmas spices while doing right by nature TOP QUALITY INGREDIENTS: Our flavored coffee pods are gluten free, lactose free, vegan, kosher, pareve, & keto friendly! Enjoy this Christmas blend coffee without any of the guilt. Savor this sugar free coffee and get yourself in the holiday spirit COFFEE PODS FOR KEURIG: Our premium coffee pods & other single serve coffee blends are compatible with coffee machines that brew christmas coffee k cups including the Keurig 2.0 brewer. Kcups is a registered trademark of Keurig. Not affiliated with Keurig",{},4.0 out of 5 stars,2 ratings
B0BQ2SZBHC,Double Donut Dairy Free Hot Chocolate Mix Non Dairy Instant Vegan Hot Chocolate Mix 12 Ounce (Pack of 2,{'Label not found': 'Selected option not found'},"{'Brand': 'Double Donut Coffee', 'Item Weight': '12 Ounces', 'Item Form': 'Powder', 'Package Information': 'Canister', 'Special Ingredients': 'Gingerbread Spice'}",{},,{},4.4 out of 5 stars,2257 ratings
B0BQGS8PK6,Crazy Cups Decaf Black Forest Chocolate Cherry Coffee Pods Decaf Flavored Coffee Pods In Single Serve Cups Compatible With Keurig K Cups Machine(Pack of 1 22 Count Total),{'Flavor Name': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Decaf Black Forest Chocolate Cherry', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"EXPERIENCE MORE FLAVOR WITH CRAZY CUPS: Juicy, ripe cherries and rich velvety chocolate blended together to produce a one of kind black forest cake. Who needs dessert, when you can have black forest cake coffee? ECO-FRIENDLY: Crazy Cups decaf chocolate cherry single serve pods for Keurig Machines are packaged in recyclable capsules. Rest assured, you’ll enjoy your perfect black forest coffee brew while doing right by mother nature. MORE COFFEE EQUALS MORE FLAVOR - Our coffee pods have 30% more coffee in every capsule than the average flavored kcup. Savor the rich decadent flavor of our dark Chocolate cherry coffee in the morning. You've never tasted anything like it! TOP QUALITY INGREDIENTS: Each of our decaf flavored coffee pods are gluten-free and keto friendly. Each cup is vegan, kosher, and pareve. Start your morning right with this sugar free, zero calorie cherry coffee. COFFEE PODS FOR KEURIG Machines: Our coffee pods are compatible with Keurig machines that brew chocolate cherry coffee k cups including the Keurig 2.0 brewer. Kcups is a registered trademark of Keurig. Not affiliated with Keurig or Green Mountain",{'Size': '22 Count (Pack of 1)'},4.5 out of 5 stars,3564 ratings
B0BQH4QZVW,Crazy Cups DECAF Hot Fudge Sundae 4 X 22,{'Label not found': 'Selected option not found'},"{'Brand': 'Crazy Cups', 'Number of Items': '4', 'Item Form': 'Capsule', 'Specialty': 'Kosher Certified', 'Unit Count': '88.00 Count'}",{},COFFEE PODS FOR KEURIG: Our premium coffee pods & other single serve k pods are compatible with coffee machines that brew christmas coffee k cups including the Keurig 2.0 brewer. Kcups is a registered trademark of Keurig. Not affiliated with Keurig,{},4.4 out of 5 stars.,
B0BQH5CQKY,Crazy Cups Decaf Flavored Coffee pods Hot Fudge Sundae Single-Serve Medium Roast Coffee Cups for Keurig K-Cup Machines Hot or Iced 22 Count,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Decaf Hot Fudge Ice Cream', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"SWEET SERENITY WITH CRAZY CUPS: Discover the creamy decadence of our decaf ice cream coffee. Each sip boasts the velvety richness of hot fudge, vanilla cream, and our robust medium roast coffee for a dessert-like experience. EXPERIENCE MORE IN EVERY CUP: Our decaffeinated Hot Fudge Sundae coffee pods contain 30% more coffee than the average decaf kcup, providing a perfect balance between indulgent sweetness and rich coffee intensity. Ideal for a hot brew or a chilled iced coffee. ECO-FRIENDLY: Crazy Cups coffee pods are packaged in recyclable capsules. Our coffee pods are flavored with natural ingredients are made with 100% Arabica beans. Sip your delightful coffee knowing you're also supporting environmental sustainability. QUALITY INGREDIENTS, GUILTLESS INDULGENCE: Our decaf coffee capsules are gluten and lactose-free, vegan, kosher, and keto-friendly. Indulge in the luscious flavor of a hot fudge sundae without any guilt, turning every coffee break into a treat! COFFEE PODS FOR KEURIG: Our premium coffee pods & other single serve coffee blends are compatible with coffee machines that brew decaf ice cream coffee k cups including the Keurig 2.0 brewer. Kcups is a registered trademark of Keurig. Not affiliated with Keurig",{},4.5 out of 5 stars,2539 ratings
B0BQJ9YWTF,Crazy Cups DECAF Strawberry Donut 4 X 22,{'Label not found': 'Selected option not found'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast', 'Unit Count': '88.00 Count'}",{},COFFEE PODS FOR KEURIG: Our premium coffee pods & other single serve k pods are compatible with coffee machines that brew christmas coffee k cups including the Keurig 2.0 brewer. Kcups is a registered trademark of Keurig. Not affiliated with Keurig,{},Previous set of slides,
B0C19QBWTG,Double Donut Flavored Coffee Pods Chocolate Raspberry Coffee Single Serve Medium Roast Coffee for Keurig K Cups Brewers 24 Count,{'Label not found': '1'},"{'Brand': 'Double Donut Coffee', 'Item Form': 'Capsule', 'Flavor': 'Chocolate Raspberry', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"INDULGE YOUR SWEET TOOTH: Double Donut’s Medium Roast raspberry chocolate coffee is a mouthwatering blend of medium roast Arabica coffee beans bursting with the flavors of raspberries and creamy chocolate PERFECTLY FLAVORED COFFEE: Our coffee pods are perfectly infused with flavors that taste exactly as describe. Enjoy the sweet flavor of raspberry with our coffee pods chocolate raspberry blend. This flavorful brew is bound to be your new pantry staple. HIGH-QUALITY INGREDIENTS: Our flavored coffee is made of 100% Arabica beans. Our raspberry chocolate coffee pods are gluten & dairy free, kosher, & keto friendly. Enjoy the flavors of a sweet piece of pumpkin pie guilt free with our sugar free coffee! ECO-FRIENDLY PODS: Our chocolate coffee pods are packaged in 100% recyclable pods, that are recyclable in certain communities. Try pouring your brew over ice for a refreshing iced coffee. COFFEE FOR KEURIG BREWERS: Our single serve pods are compatible with any coffee machine that brews chocolate raspberry k cups including the Keurig 2.0 brewer. K cups is a registered trademark of Keurig. We are not affiliated with Keurig & Green Mountain.",{},4.3 out of 5 stars,8112 ratings
B0C2N9C1QY,Crazy Cups Decaf Flavored Coffee Pods Decaffeinated Caramel Pecan Cluster Coffee pods Single Serve Decaf Flavored Hot or Iced Medium Roast Coffee for Keurig K Cups Machines 22 Count,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Decaf Caramel Pecan Cluster', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"EXPERIENCE MORE FLAVOR WITH CRAZY CUPS: Treat yourself to the sensuous flavors of toasted pecans and sweet caramel goodness, and watch your cares melt away. Savor the flavor of this decaf butter pecan coffee & start your day the right way MORE COFFEE - Our decaf caramel coffee pods have 30% more coffee in every capsule than the average decaf flavored kcup. Savor the rich decadent flavor of our Maple Pecan Coffee in each sip. Add variety and enjoy hot or as a refreshing iced coffee ECO-FRIENDLY: Crazy Cup Caramel Pecan Cluster single serve coffee for Keurig Machines are packaged in recyclable capsules. Rest assured, you’ll enjoy your perfect coffee caramel brew while simultaneously doing right by mother nature. TOP QUALITY INGREDIENTS: Our decaf chestnut flavored coffee pods are gluten & lactose free, vegan, kosher, pareve, & keto friendly! Enjoy this Christmas blend coffee without any of the guilt. Savor our sugar free coffee and get yourself in the holiday spirit COFFEE PODS FOR KEURIG: Our premium coffee pods & other single serve k pods are compatible with coffee machines that brew christmas coffee k cups including the Keurig 2.0 brewer. Kcups is a registered trademark of Keurig. Not affiliated with Keurig",{},4.5 out of 5 stars,5033 ratings
B0C33QC2R2,Crazy Cup Decaf Flavored Coffee Pods Decaf Blueberry Coffee Pods Blueberry Cobbler Hot or Iced Coffee in Recyclable Single Serve Cups For Keurig K Cups Machines 22 Count,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Decaf Blueberry Cobbler', 'Caffeine Content Description': 'Decaffeinated', 'Roast Level': 'Medium Roast'}",{},"EXPERIENCE MORE FLAVOR WITH CRAZY CUPS: Indulge in the sweet taste of buttery biscuit topped coffee blueberry cobbler. Wake up to the delightful smell of blueberries brewing and relish in the delicious taste of our decaf blueberry cobbler coffee. PERFECT FOR ICED COFFEE: Our blueberries coffee pod has 30% more coffee per pod than the average decaf kcup, giving you more of the sweet blueberry flavor. More coffee means a more flavorful iced coffee, brew over ice for a perfectly refreshing ice coffee. KEURIG COMPATIBLE COFFEE PODS: Our pods are compatible with any coffee machine that brews decaf blueberry k cups coffee, including the Keurig 2.0 brewer. K cup is a registered trademark of Keurig. We are not affiliated with Keurig & Green Mountain ECO-FRIENDLY: Our blueberry coffee single serve pods are packaged in recyclable capsules. You'll enjoy the sweet taste of our flavored blueberry coffee while still doing right by mother nature. Made with 100% Arabica coffee. TOP QUALITY INGREDIENTS: Each of our decaf flavored blueberry pods are gluten-free and keto friendly. Each cup is vegan, kosher, and pareve. This medium roast is sugar free so you can indulge in our sweet flavored blurberry coffee pod guilt free!",{},4.3 out of 5 stars,2539 ratings
B0C378TLZ7,Crazy Cup Flavored Coffee Pods Caramel Apple Pie Single Serve Coffee Cups for K Cup Keurig Machines Brew Hot or Iced Fall Coffee 22 Count,{'Label not found': 'Selected option not found'},"{'Brand': 'Crazy Cups', 'Item Form': 'Capsule', 'Flavor': 'Caramel Apple pie', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"EMBRACE AUTUMN FLAVORS WITH CRAZY CUPS: Enjoy the mouthwatering fusion of sweet caramel, crisp apples, and a hint of cinnamon spice in our Caramel Apple Pie flavored coffee. Experience the comfort of a homemade pie in every sip of our rich medium roast. ENJOY MORE IN EVERY CUP: Our Caramel Apple Pie coffee pods offer 30% more coffee than the average kcup, promising a perfect balance between tart apple, sweet caramel, and our robust coffee. Ideal for a cozy hot brew or a refreshing iced coffee. ECO-FRIENDLY: Crazy Cups coffee pods are packaged in recyclable capsules. Our coffee pods are flavored with natural ingredients are made with 100% Arabica beans. Sip your delightful coffee knowing you're also supporting environmental sustainability. QUALITY INGREDIENTS, GUILTLESS INDULGENCE: Our coffee capsules are gluten and lactose-free, vegan, kosher, and keto-friendly. Savor the delectable flavor of caramel apple coffee without any guilt and make every sip a celebration! COFFEE PODS FOR KEURIG: Our premium coffee pods & other single serve coffee blends are compatible with coffee machines that brew caramel apple coffee k cups including the Keurig 2.0 brewer. Kcups is a registered trademark of Keurig. Not affiliated with Keurig",{},4.4 out of 5 stars,6218 ratings
B0C37TCV54,Crazy Cups Flavored Ground Blueberry Coffee Blueberry Cobbler in 10 oz Bag For Brewing Hot or Iced,{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Ground', 'Flavor': 'Blueberry', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"BLUEBERRY COBBLER JOY: Immerse yourself in the flavorful burst of our Blueberry Cobbler coffee. Each sip of this medium roast ground coffee takes you to a summer afternoon, savoring a freshly baked blueberry cobbler. Begin your day on a sweet note! DELICIOUS FLAVORED GROUND COFFEE: Stock up on flavored fresh ground coffees that deliver the intense taste you’ve been looking for. Crazy Cups produces some of the tastiest, most innovative flavored coffees available today NATURALLY FLAVORED WITHOUT ALLERGENS: Crazy Cups artisan roasted specialty coffee uses all natural flavors and no added sugar to deliver rich coffee taste and surprisingly bold flavors with each and every cup. A HEALTHY CHOICE: All Crazy Cups flavored ground coffees are calorie-free, gluten free, lactose free, non-dairy, sugar free, nut-free, vegan, kosher pareve, and do not contain any artificial sweeteners JOIN THE FLAVOR NATION: If you’re passionate about flavors, we invite you to join our Flavor Nation today and explore our more than 50 different flavors of Crazy Cups coffees, decafs, teas, ciders, and hot chocolates for K Cup brewers as well!",{},4.3 out of 5 stars,1544 ratings
B0C39JPCSK,Crazy Cups Flavored Ground Decaf Chocolate Coffee Decaffeinated Chocolate Raspberry Coffee in 10 oz Bag For Brewing Flavored Hot or Iced Coffee (Pack of 1),{'Label not found': '1'},"{'Flavor': 'Decaf Chocolate Raspberry', 'Brand': 'Crazy Cups', 'Item Weight': '10 Ounces', 'Specialty': 'Gluten Free, Kosher Certified, Lactose Free, Sugar Free, Vegan', 'Item Form': 'Ground'}",{},"DECAF CHOCOLATE RASPBERRY: Enjoy the tempting fusion of dark chocolate and sweet raspberries in our Decaf Chocolate Raspberry coffee. This perfect after-dinner treat offers all the flavor without the caffeine. DELICIOUS FLAVORED GROUND COFFEE: Stock up on flavored fresh ground coffees that deliver the intense taste you’ve been looking for. Crazy Cups produces some of the tastiest, most innovative flavored coffees available today NATURALLY FLAVORED WITHOUT ALLERGENS: Crazy Cups artisan roasted specialty coffee uses all natural flavors and no added sugar to deliver rich coffee taste and surprisingly bold flavors with each and every cup. A HEALTHY CHOICE: All Crazy Cups flavored ground coffees are calorie-free, gluten free, lactose free, non-dairy, sugar free, nut-free, vegan, kosher pareve, and do not contain any artificial sweeteners JOIN THE FLAVOR NATION: If you’re passionate about flavors, we invite you to join our Flavor Nation today and explore our more than 50 different flavors of Crazy Cups coffees, decafs, teas, ciders, and hot chocolates for K Cup brewers as well!",{},4.3 out of 5 stars,-1999
B0C39L3J3S,Crazy Cups Flavored Ground Decaf Chocolate Coffee Decaffeinated Death By Chocolate Coffee in 10 oz Bag For Brewing Flavored Hot or Iced Coffee (Pack of 1),{'Label not found': '1'},"{'Flavor': 'Decaf Death by Chocolate', 'Brand': 'Crazy Cups', 'Item Weight': '10 Ounces', 'Specialty': 'Gluten Free, Kosher Certified, Lactose Free, Sugar Free, Vegan', 'Item Form': 'Ground'}",{},"DECAF DEATH BY CHOCOLATE: Surrender to the decadent flavors of chocolate without the caffeine in our Decaf Death by Chocolate coffee. Ideal for late-night dessert cravings, this brew is a chocolate lover's delight. DELICIOUS FLAVORED GROUND COFFEE: Stock up on flavored fresh ground coffees that deliver the intense taste you’ve been looking for. Crazy Cups produces some of the tastiest, most innovative flavored coffees available today NATURALLY FLAVORED WITHOUT ALLERGENS: Crazy Cups artisan roasted specialty coffee uses all natural flavors and no added sugar to deliver rich coffee taste and surprisingly bold flavors with each and every cup. A HEALTHY CHOICE: All Crazy Cups flavored ground coffees are calorie-free, gluten free, lactose free, non-dairy, sugar free, nut-free, vegan, kosher pareve, and do not contain any artificial sweeteners JOIN THE FLAVOR NATION: If you’re passionate about flavors, we invite you to join our Flavor Nation today and explore our more than 50 different flavors of Crazy Cups coffees, decafs, teas, ciders, and hot chocolates for K Cup brewers as well!",{},4.3 out of 5 stars,1650 ratings
B0C3DFKJXF,Crazy Cups Flavored Ground Peppermint Coffee Peppermint Mocha in 10 oz Bag For Brewing Flavored Hot or Iced Coffee (Pack of 1),{'Label not found': '1'},"{'Brand': 'Crazy Cups', 'Item Form': 'Ground', 'Flavor': 'Pepperment Mocha', 'Caffeine Content Description': 'Caffeinated', 'Roast Level': 'Medium Roast'}",{},"PEPPERMINT MOCHA MAGIC: Delight in the blissful fusion of rich chocolate and cool peppermint in our Peppermint Mocha coffee. Every sip is a festive treat, turning your coffee breaks into a magical holiday experience. DELICIOUS FLAVORED GROUND COFFEE: Stock up on flavored fresh ground coffees that deliver the intense taste you’ve been looking for. Crazy Cups produces some of the tastiest, most innovative flavored coffees available today NATURALLY FLAVORED WITHOUT ALLERGENS: Crazy Cups artisan roasted specialty coffee uses all natural flavors and no added sugar to deliver rich coffee taste and surprisingly bold flavors with each and every cup. A HEALTHY CHOICE: All Crazy Cups flavored ground coffees are calorie-free, gluten free, lactose free, non-dairy, sugar free, nut-free, vegan, kosher pareve, and do not contain any artificial sweeteners JOIN THE FLAVOR NATION: If you’re passionate about flavors, we invite you to join our Flavor Nation today and explore our more than 50 different flavors of Crazy Cups coffees, decafs, teas, ciders, and hot chocolates for K Cup brewers as well!",{},4.3 out of 5 stars,1317 ratings
